data_id,data_name,products,link
tukan,Tukan,13,https://world.openfoodfacts.org/brand/tukan
rayan,Rayan,13,https://world.openfoodfacts.org/brand/rayan
kronenbrot,Kronenbrot,13,https://world.openfoodfacts.org/brand/kronenbrot
bio-delhaize,Bio-delhaize,13,https://world.openfoodfacts.org/brand/bio-delhaize
tootsie-roll,Tootsie-roll,13,https://world.openfoodfacts.org/brand/tootsie-roll
albertheijn,Albertheijn,13,https://world.openfoodfacts.org/brand/albertheijn
toni,Toni,13,https://world.openfoodfacts.org/brand/toni
roig,Roig,13,https://world.openfoodfacts.org/brand/roig
helados-alacant,Helados-alacant,13,https://world.openfoodfacts.org/brand/helados-alacant
plumrose-usa-inc,Plumrose-usa-inc,13,https://world.openfoodfacts.org/brand/plumrose-usa-inc
dairyfood-usa-inc,Dairyfood-usa-inc,13,https://world.openfoodfacts.org/brand/dairyfood-usa-inc
la-mere-richard,La-mere-richard,13,https://world.openfoodfacts.org/brand/la-mere-richard
charles-chocolartisan,Charles-chocolartisan,13,https://world.openfoodfacts.org/brand/charles-chocolartisan
snackissimo,Snackissimo,13,https://world.openfoodfacts.org/brand/snackissimo
j-aime-boc-oh,J-aime-boc-oh,13,https://world.openfoodfacts.org/brand/j-aime-boc-oh
tampico-spice-co-inc,Tampico-spice-co-inc,13,https://world.openfoodfacts.org/brand/tampico-spice-co-inc
gini,Gini,13,https://world.openfoodfacts.org/brand/gini
cedarlane-natural-foods-inc,Cedarlane-natural-foods-inc,13,https://world.openfoodfacts.org/brand/cedarlane-natural-foods-inc
sweet-sam-s,Sweet-sam-s,13,https://world.openfoodfacts.org/brand/sweet-sam-s
simba,Simba,13,https://world.openfoodfacts.org/brand/simba
jovial-foods-inc,Jovial-foods-inc,13,https://world.openfoodfacts.org/brand/jovial-foods-inc
skai,Skai,13,https://world.openfoodfacts.org/brand/skai
forever-cheese,Forever-cheese,13,https://world.openfoodfacts.org/brand/forever-cheese
lajkonik,Lajkonik,13,https://world.openfoodfacts.org/brand/lajkonik
marigold-manufacturing-corporation,Marigold-manufacturing-corporation,13,https://world.openfoodfacts.org/brand/marigold-manufacturing-corporation
the-muffin-mam-inc,The-muffin-mam-inc,13,https://world.openfoodfacts.org/brand/the-muffin-mam-inc
los-lositos,Los-lositos,13,https://world.openfoodfacts.org/brand/los-lositos
fresh-gourmet-company,Fresh-gourmet-company,13,https://world.openfoodfacts.org/brand/fresh-gourmet-company
mellarius,Mellarius,13,https://world.openfoodfacts.org/brand/mellarius
tom,Tom,13,https://world.openfoodfacts.org/brand/tom
energy-club,Energy-club,13,https://world.openfoodfacts.org/brand/energy-club
epicurillades,Epicurillades,13,https://world.openfoodfacts.org/brand/epicurillades
tea-land,Tea-land,13,https://world.openfoodfacts.org/brand/tea-land
nos-recettes-privilege,Nos-recettes-privilege,13,https://world.openfoodfacts.org/brand/nos-recettes-privilege
fruut,Fruut,13,https://world.openfoodfacts.org/brand/fruut
aire-sano,Aire-sano,13,https://world.openfoodfacts.org/brand/aire-sano
biozentrale,Biozentrale,13,https://world.openfoodfacts.org/brand/biozentrale
calavo,Calavo,13,https://world.openfoodfacts.org/brand/calavo
arteinaki,Arteinaki,13,https://world.openfoodfacts.org/brand/arteinaki
earthly-choice,Earthly-choice,13,https://world.openfoodfacts.org/brand/earthly-choice
masia,Masia,13,https://world.openfoodfacts.org/brand/masia
bioforez,Bioforez,13,https://world.openfoodfacts.org/brand/bioforez
morrison,Morrison,13,https://world.openfoodfacts.org/brand/morrison
friendship-dairies-llc,Friendship-dairies-llc,13,https://world.openfoodfacts.org/brand/friendship-dairies-llc
vess,Vess,13,https://world.openfoodfacts.org/brand/vess
alprose,Alprose,13,https://world.openfoodfacts.org/brand/alprose
biotiful,Biotiful,13,https://world.openfoodfacts.org/brand/biotiful
taza-chocolate,Taza-chocolate,13,https://world.openfoodfacts.org/brand/taza-chocolate
bulk-nutrients,Bulk-nutrients,13,https://world.openfoodfacts.org/brand/bulk-nutrients
dza-brands,Dza-brands,13,https://world.openfoodfacts.org/brand/dza-brands
itsu,Itsu,13,https://world.openfoodfacts.org/brand/itsu
jalancina,Jalancina,13,https://world.openfoodfacts.org/brand/jalancina
la-maison-du-fromage,La-maison-du-fromage,13,https://world.openfoodfacts.org/brand/la-maison-du-fromage
thise,Thise,13,https://world.openfoodfacts.org/brand/thise
celtic,Celtic,13,https://world.openfoodfacts.org/brand/celtic
ski,Ski,13,https://world.openfoodfacts.org/brand/ski
serafina,Serafina,13,https://world.openfoodfacts.org/brand/serafina
guernsey-dairy-stores-inc,Guernsey-dairy-stores-inc,13,https://world.openfoodfacts.org/brand/guernsey-dairy-stores-inc
euro,Euro,13,https://world.openfoodfacts.org/brand/euro
keogh-s,Keogh-s,13,https://world.openfoodfacts.org/brand/keogh-s
chez-carrefour-selectionne-par-nos-bouchers,Chez-carrefour-selectionne-par-nos-bouchers,13,https://world.openfoodfacts.org/brand/chez-carrefour-selectionne-par-nos-bouchers
duo-lozere,Duo-lozere,13,https://world.openfoodfacts.org/brand/duo-lozere
rudolph-s,Rudolph-s,13,https://world.openfoodfacts.org/brand/rudolph-s
el-menu,El-menu,13,https://world.openfoodfacts.org/brand/el-menu
bollycao,Bollycao,13,https://world.openfoodfacts.org/brand/bollycao
maxsport,Maxsport,13,https://world.openfoodfacts.org/brand/maxsport
revolution-foods,Revolution-foods,13,https://world.openfoodfacts.org/brand/revolution-foods
viennetta,Viennetta,13,https://world.openfoodfacts.org/brand/viennetta
sun-snack,Sun-snack,13,https://world.openfoodfacts.org/brand/sun-snack
just-loading,Just-loading,13,https://world.openfoodfacts.org/brand/just-loading
frias,Frias,13,https://world.openfoodfacts.org/brand/frias
la-bresse,La-bresse,13,https://world.openfoodfacts.org/brand/la-bresse
food-for-future,Food-for-future,13,https://world.openfoodfacts.org/brand/food-for-future
a-couple-of-squares,A-couple-of-squares,13,https://world.openfoodfacts.org/brand/a-couple-of-squares
zangrando,Zangrando,13,https://world.openfoodfacts.org/brand/zangrando
eckart,Eckart,13,https://world.openfoodfacts.org/brand/eckart
rhodes-bake-n-serv,Rhodes-bake-n-serv,13,https://world.openfoodfacts.org/brand/rhodes-bake-n-serv
uncle-matt-s-organic-inc,Uncle-matt-s-organic-inc,13,https://world.openfoodfacts.org/brand/uncle-matt-s-organic-inc
klosterman,Klosterman,13,https://world.openfoodfacts.org/brand/klosterman
monte-turia,Monte-turia,13,https://world.openfoodfacts.org/brand/monte-turia
streets,Streets,13,https://world.openfoodfacts.org/brand/streets
science-in-sport,Science-in-sport,13,https://world.openfoodfacts.org/brand/science-in-sport
nana,Nana,13,https://world.openfoodfacts.org/brand/nana
roussas,Roussas,13,https://world.openfoodfacts.org/brand/roussas
cabreiroa,Cabreiroa,13,https://world.openfoodfacts.org/brand/cabreiroa
wahid,Wahid,13,https://world.openfoodfacts.org/brand/wahid
firehook,Firehook,13,https://world.openfoodfacts.org/brand/firehook
seven-sundays,Seven-sundays,13,https://world.openfoodfacts.org/brand/seven-sundays
gourmie-s,Gourmie-s,13,https://world.openfoodfacts.org/brand/gourmie-s
la-pina,La-pina,13,https://world.openfoodfacts.org/brand/la-pina
foster-clark-s,Foster-clark-s,13,https://world.openfoodfacts.org/brand/foster-clark-s
lebeau,Lebeau,13,https://world.openfoodfacts.org/brand/lebeau
vitrex,Vitrex,13,https://world.openfoodfacts.org/brand/vitrex
weis-organics,Weis-organics,13,https://world.openfoodfacts.org/brand/weis-organics
dr-mcdougall-s,Dr-mcdougall-s,13,https://world.openfoodfacts.org/brand/dr-mcdougall-s
girard,Girard,13,https://world.openfoodfacts.org/brand/girard
isolai,Isolai,13,https://world.openfoodfacts.org/brand/isolai
amica-chips,Amica-chips,13,https://world.openfoodfacts.org/brand/amica-chips
organic-creamery,Organic-creamery,13,https://world.openfoodfacts.org/brand/organic-creamery
amoretti,Amoretti,13,https://world.openfoodfacts.org/brand/amoretti
humongous-entertainment-inc,Humongous-entertainment-inc,13,https://world.openfoodfacts.org/brand/humongous-entertainment-inc
sterling,Sterling,13,https://world.openfoodfacts.org/brand/sterling
les-ruchers-de-normandie,Les-ruchers-de-normandie,13,https://world.openfoodfacts.org/brand/les-ruchers-de-normandie
santa-barbara-olive-co,Santa-barbara-olive-co,13,https://world.openfoodfacts.org/brand/santa-barbara-olive-co
vignerons-ardechois,Vignerons-ardechois,13,https://world.openfoodfacts.org/brand/vignerons-ardechois
oke,Oke,13,https://world.openfoodfacts.org/brand/oke
shady-maple-farms,Shady-maple-farms,13,https://world.openfoodfacts.org/brand/shady-maple-farms
lepan,Lepan,13,https://world.openfoodfacts.org/brand/lepan
bob,Bob,13,https://world.openfoodfacts.org/brand/bob
hindu,Hindu,13,https://world.openfoodfacts.org/brand/hindu
justin-s-llc,Justin-s-llc,13,https://world.openfoodfacts.org/brand/justin-s-llc
monop,Monop,13,https://world.openfoodfacts.org/brand/monop
norfisk,Norfisk,13,https://world.openfoodfacts.org/brand/norfisk
cattier,Cattier,13,https://world.openfoodfacts.org/brand/cattier
english-tea-shop,English-tea-shop,13,https://world.openfoodfacts.org/brand/english-tea-shop
hetki,Hetki,13,https://world.openfoodfacts.org/brand/hetki
mont-charvin,Mont-charvin,13,https://world.openfoodfacts.org/brand/mont-charvin
mikawaya,Mikawaya,13,https://world.openfoodfacts.org/brand/mikawaya
watties,Watties,13,https://world.openfoodfacts.org/brand/watties
moulins-de-versailles,Moulins-de-versailles,13,https://world.openfoodfacts.org/brand/moulins-de-versailles
bon-app-carrefour,Bon-app-carrefour,13,https://world.openfoodfacts.org/brand/bon-app-carrefour
tortolines,Tortolines,13,https://world.openfoodfacts.org/brand/tortolines
lyle-style,Lyle-style,13,https://world.openfoodfacts.org/brand/lyle-style
celebrity,Celebrity,13,https://world.openfoodfacts.org/brand/celebrity
american-pop-corn-company,American-pop-corn-company,13,https://world.openfoodfacts.org/brand/american-pop-corn-company
industrias-alimenticias-noel,Industrias-alimenticias-noel,13,https://world.openfoodfacts.org/brand/industrias-alimenticias-noel
lawa,Lawa,13,https://world.openfoodfacts.org/brand/lawa
immergut,Immergut,13,https://world.openfoodfacts.org/brand/immergut
paradise,Paradise,13,https://world.openfoodfacts.org/brand/paradise
american-gra-frutti-llc,American-gra-frutti-llc,13,https://world.openfoodfacts.org/brand/american-gra-frutti-llc
juste-presse,Juste-presse,13,https://world.openfoodfacts.org/brand/juste-presse
unreal-brands-inc,Unreal-brands-inc,13,https://world.openfoodfacts.org/brand/unreal-brands-inc
gran-pavesi,Gran-pavesi,13,https://world.openfoodfacts.org/brand/gran-pavesi
caykur,Caykur,13,https://world.openfoodfacts.org/brand/caykur
gardschips,Gardschips,13,https://world.openfoodfacts.org/brand/gardschips
minos,Minos,13,https://world.openfoodfacts.org/brand/minos
aurora-natural,Aurora-natural,13,https://world.openfoodfacts.org/brand/aurora-natural
faisan,Faisan,13,https://world.openfoodfacts.org/brand/faisan
que-pasa,Que-pasa,13,https://world.openfoodfacts.org/brand/que-pasa
la-bourriche-aux-appetits,La-bourriche-aux-appetits,13,https://world.openfoodfacts.org/brand/la-bourriche-aux-appetits
chocolat-elot,Chocolat-elot,13,https://world.openfoodfacts.org/brand/chocolat-elot
artisan,Artisan,13,https://world.openfoodfacts.org/brand/artisan
rica,Rica,13,https://world.openfoodfacts.org/brand/rica
dos-hermanos,Dos-hermanos,13,https://world.openfoodfacts.org/brand/dos-hermanos
fourmi-bionique,Fourmi-bionique,13,https://world.openfoodfacts.org/brand/fourmi-bionique
formule-express,Formule-express,13,https://world.openfoodfacts.org/brand/formule-express
lyncott,Lyncott,13,https://world.openfoodfacts.org/brand/lyncott
fromagerie-jeandin,Fromagerie-jeandin,13,https://world.openfoodfacts.org/brand/fromagerie-jeandin
wegmans-food-markets,Wegmans-food-markets,13,https://world.openfoodfacts.org/brand/wegmans-food-markets
hej,Hej,13,https://world.openfoodfacts.org/brand/hej
j-vela,J-vela,13,https://world.openfoodfacts.org/brand/j-vela
fort-vert,Fort-vert,13,https://world.openfoodfacts.org/brand/fort-vert
western-grillers,Western-grillers,13,https://world.openfoodfacts.org/brand/western-grillers
mlesna,Mlesna,13,https://world.openfoodfacts.org/brand/mlesna
jean-louis,Jean-louis,13,https://world.openfoodfacts.org/brand/jean-louis
redondo-iglesias,Redondo-iglesias,13,https://world.openfoodfacts.org/brand/redondo-iglesias
denny-s,Denny-s,13,https://world.openfoodfacts.org/brand/denny-s
l-italie-du-bio,L-italie-du-bio,13,https://world.openfoodfacts.org/brand/l-italie-du-bio
royal-thai,Royal-thai,13,https://world.openfoodfacts.org/brand/royal-thai
wyler-s,Wyler-s,13,https://world.openfoodfacts.org/brand/wyler-s
mas-el-guiu,Mas-el-guiu,13,https://world.openfoodfacts.org/brand/mas-el-guiu
rollton,Rollton,13,https://world.openfoodfacts.org/brand/rollton
artisans-talents,Artisans-talents,13,https://world.openfoodfacts.org/brand/artisans-talents
sainte-barbe,Sainte-barbe,13,https://world.openfoodfacts.org/brand/sainte-barbe
selection-d-alice,Selection-d-alice,13,https://world.openfoodfacts.org/brand/selection-d-alice
celentano,Celentano,13,https://world.openfoodfacts.org/brand/celentano
capicua,Capicua,13,https://world.openfoodfacts.org/brand/capicua
heilemann,Heilemann,13,https://world.openfoodfacts.org/brand/heilemann
astra,Astra,13,https://world.openfoodfacts.org/brand/astra
flodor,Flodor,13,https://world.openfoodfacts.org/brand/flodor
calzado,Calzado,13,https://world.openfoodfacts.org/brand/calzado
romerquelle,Romerquelle,13,https://world.openfoodfacts.org/brand/romerquelle
old-spice,Old-spice,13,https://world.openfoodfacts.org/brand/old-spice
ethnic-delights,Ethnic-delights,13,https://world.openfoodfacts.org/brand/ethnic-delights
ucc,Ucc,13,https://world.openfoodfacts.org/brand/ucc
guad-epices,Guad-epices,13,https://world.openfoodfacts.org/brand/guad-epices
krispy-kreme-doughnut-corporation,Krispy-kreme-doughnut-corporation,13,https://world.openfoodfacts.org/brand/krispy-kreme-doughnut-corporation
les-extra-fines-du-forez,Les-extra-fines-du-forez,13,https://world.openfoodfacts.org/brand/les-extra-fines-du-forez
tres-presses,Tres-presses,13,https://world.openfoodfacts.org/brand/tres-presses
mana,Mana,13,https://world.openfoodfacts.org/brand/mana
golden-mountain,Golden-mountain,13,https://world.openfoodfacts.org/brand/golden-mountain
espiga-biologica,Espiga-biologica,13,https://world.openfoodfacts.org/brand/espiga-biologica
chocolats-des-princes,Chocolats-des-princes,13,https://world.openfoodfacts.org/brand/chocolats-des-princes
bulla,Bulla,13,https://world.openfoodfacts.org/brand/bulla
sun-yan,Sun-yan,13,https://world.openfoodfacts.org/brand/sun-yan
nbty-inc,Nbty-inc,13,https://world.openfoodfacts.org/brand/nbty-inc
la-craquanterie,La-craquanterie,13,https://world.openfoodfacts.org/brand/la-craquanterie
la-mortuacienne,La-mortuacienne,13,https://world.openfoodfacts.org/brand/la-mortuacienne
sun-hing-foods-inc,Sun-hing-foods-inc,13,https://world.openfoodfacts.org/brand/sun-hing-foods-inc
navita,Navita,13,https://world.openfoodfacts.org/brand/navita
bigman,Bigman,13,https://world.openfoodfacts.org/brand/bigman
dvc-industries-inc,Dvc-industries-inc,13,https://world.openfoodfacts.org/brand/dvc-industries-inc
la-fallera,La-fallera,13,https://world.openfoodfacts.org/brand/la-fallera
dv,Dv,13,https://world.openfoodfacts.org/brand/dv
vina-lobon,Vina-lobon,13,https://world.openfoodfacts.org/brand/vina-lobon
ideal-fruits,Ideal-fruits,13,https://world.openfoodfacts.org/brand/ideal-fruits
garoto,Garoto,13,https://world.openfoodfacts.org/brand/garoto
tassis,Tassis,13,https://world.openfoodfacts.org/brand/tassis
lesire,Lesire,13,https://world.openfoodfacts.org/brand/lesire
les-saveurs-granvillaises,Les-saveurs-granvillaises,13,https://world.openfoodfacts.org/brand/les-saveurs-granvillaises
fossil-river,Fossil-river,13,https://world.openfoodfacts.org/brand/fossil-river
casino-bien-pour-vous,Casino-bien-pour-vous,13,https://world.openfoodfacts.org/brand/casino-bien-pour-vous
traou-mad-de-pont-aven,Traou-mad-de-pont-aven,13,https://world.openfoodfacts.org/brand/traou-mad-de-pont-aven
mata,Mata,13,https://world.openfoodfacts.org/brand/mata
good-o-beverages-inc,Good-o-beverages-inc,13,https://world.openfoodfacts.org/brand/good-o-beverages-inc
mrs-wages,Mrs-wages,13,https://world.openfoodfacts.org/brand/mrs-wages
manaos,Manaos,13,https://world.openfoodfacts.org/brand/manaos
natura-premium,Natura-premium,13,https://world.openfoodfacts.org/brand/natura-premium
koko,Koko,13,https://world.openfoodfacts.org/brand/koko
mort-subite,Mort-subite,13,https://world.openfoodfacts.org/brand/mort-subite
carla,Carla,13,https://world.openfoodfacts.org/brand/carla
pom,Pom,13,https://world.openfoodfacts.org/brand/pom
tonissteiner,Tonissteiner,13,https://world.openfoodfacts.org/brand/tonissteiner
orchid-island-juice-company,Orchid-island-juice-company,13,https://world.openfoodfacts.org/brand/orchid-island-juice-company
mariani-nut-co-inc,Mariani-nut-co-inc,13,https://world.openfoodfacts.org/brand/mariani-nut-co-inc
coles-finest,Coles-finest,13,https://world.openfoodfacts.org/brand/coles-finest
hygiena,Hygiena,13,https://world.openfoodfacts.org/brand/hygiena
nemco,Nemco,13,https://world.openfoodfacts.org/brand/nemco
brasserie-de-vezelay,Brasserie-de-vezelay,13,https://world.openfoodfacts.org/brand/brasserie-de-vezelay
my-muesli,My-muesli,13,https://world.openfoodfacts.org/brand/my-muesli
jt,Jt,13,https://world.openfoodfacts.org/brand/jt
haust,Haust,13,https://world.openfoodfacts.org/brand/haust
pacific-surf,Pacific-surf,13,https://world.openfoodfacts.org/brand/pacific-surf
deli-originals,Deli-originals,13,https://world.openfoodfacts.org/brand/deli-originals
xxl-nutrition,Xxl-nutrition,13,https://world.openfoodfacts.org/brand/xxl-nutrition
viba,Viba,13,https://world.openfoodfacts.org/brand/viba
carolinen,Carolinen,13,https://world.openfoodfacts.org/brand/carolinen
danonino,Danonino,13,https://world.openfoodfacts.org/brand/danonino
jozo,Jozo,13,https://world.openfoodfacts.org/brand/jozo
rodriguez,Rodriguez,13,https://world.openfoodfacts.org/brand/rodriguez
water,Water,13,https://world.openfoodfacts.org/brand/water
humm,Humm,13,https://world.openfoodfacts.org/brand/humm
cadburys,Cadburys,13,https://world.openfoodfacts.org/brand/cadburys
mc-cormick,Mc-cormick,13,https://world.openfoodfacts.org/brand/mc-cormick
tessemae-s,Tessemae-s,13,https://world.openfoodfacts.org/brand/tessemae-s
finca-cantarranas,Finca-cantarranas,13,https://world.openfoodfacts.org/brand/finca-cantarranas
cachopo,Cachopo,13,https://world.openfoodfacts.org/brand/cachopo
marque-repere-bio-village,Marque-repere-bio-village,13,https://world.openfoodfacts.org/brand/marque-repere-bio-village
spice-classics,Spice-classics,13,https://world.openfoodfacts.org/brand/spice-classics
adpan,Adpan,13,https://world.openfoodfacts.org/brand/adpan
amisa,Amisa,13,https://world.openfoodfacts.org/brand/amisa
aires-de-campo,Aires-de-campo,13,https://world.openfoodfacts.org/brand/aires-de-campo
fromagerie-delin,Fromagerie-delin,13,https://world.openfoodfacts.org/brand/fromagerie-delin
stabburet,Stabburet,13,https://world.openfoodfacts.org/brand/stabburet
roobar,Roobar,13,https://world.openfoodfacts.org/brand/roobar
villa-villera,Villa-villera,13,https://world.openfoodfacts.org/brand/villa-villera
tea-section,Tea-section,13,https://world.openfoodfacts.org/brand/tea-section
englert,Englert,13,https://world.openfoodfacts.org/brand/englert
nostimo,Nostimo,13,https://world.openfoodfacts.org/brand/nostimo
vermont-creamery,Vermont-creamery,13,https://world.openfoodfacts.org/brand/vermont-creamery
piraque,Piraque,13,https://world.openfoodfacts.org/brand/piraque
shan-foods-private-ltd,Shan-foods-private-ltd,13,https://world.openfoodfacts.org/brand/shan-foods-private-ltd
fr-galettes-des-rois,Fr-galettes-des-rois,13,https://world.openfoodfacts.org/brand/fr-galettes-des-rois
don-juan,Don-juan,13,https://world.openfoodfacts.org/brand/don-juan
life-choice,Life-choice,13,https://world.openfoodfacts.org/brand/life-choice
lucky-shing-co-ltd,Lucky-shing-co-ltd,13,https://world.openfoodfacts.org/brand/lucky-shing-co-ltd
brasserie-de-tahiti,Brasserie-de-tahiti,13,https://world.openfoodfacts.org/brand/brasserie-de-tahiti
frontier-soups,Frontier-soups,13,https://world.openfoodfacts.org/brand/frontier-soups
omega,Omega,13,https://world.openfoodfacts.org/brand/omega
gamito,Gamito,13,https://world.openfoodfacts.org/brand/gamito
amaltup,Amaltup,13,https://world.openfoodfacts.org/brand/amaltup
great-host-international-inc,Great-host-international-inc,13,https://world.openfoodfacts.org/brand/great-host-international-inc
tusce,Tusce,13,https://world.openfoodfacts.org/brand/tusce
bols-idees-de-maman,Bols-idees-de-maman,13,https://world.openfoodfacts.org/brand/bols-idees-de-maman
ralston-foods,Ralston-foods,13,https://world.openfoodfacts.org/brand/ralston-foods
lil-dutch-maid,Lil-dutch-maid,13,https://world.openfoodfacts.org/brand/lil-dutch-maid
miradent,Miradent,13,https://world.openfoodfacts.org/brand/miradent
global-village,Global-village,13,https://world.openfoodfacts.org/brand/global-village
amanda,Amanda,13,https://world.openfoodfacts.org/brand/amanda
lea-perrins-inc,Lea-perrins-inc,13,https://world.openfoodfacts.org/brand/lea-perrins-inc
casa-mamita,Casa-mamita,13,https://world.openfoodfacts.org/brand/casa-mamita
la-compagnie-des-pruneaux,La-compagnie-des-pruneaux,13,https://world.openfoodfacts.org/brand/la-compagnie-des-pruneaux
softsoap,Softsoap,13,https://world.openfoodfacts.org/brand/softsoap
мираторг,Мираторг,13,https://world.openfoodfacts.org/brand/%D0%BC%D0%B8%D1%80%D0%B0%D1%82%D0%BE%D1%80%D0%B3
aidells,Aidells,13,https://world.openfoodfacts.org/brand/aidells
quai-sud-france,Quai-sud-france,13,https://world.openfoodfacts.org/brand/quai-sud-france
more-than-gourmet,More-than-gourmet,13,https://world.openfoodfacts.org/brand/more-than-gourmet
arm-hammer,Arm-hammer,13,https://world.openfoodfacts.org/brand/arm-hammer
hofladen,Hofladen,13,https://world.openfoodfacts.org/brand/hofladen
cellier-des-dauphins,Cellier-des-dauphins,13,https://world.openfoodfacts.org/brand/cellier-des-dauphins
sochevre,Sochevre,13,https://world.openfoodfacts.org/brand/sochevre
les-apiculteurs-gascons,Les-apiculteurs-gascons,13,https://world.openfoodfacts.org/brand/les-apiculteurs-gascons
farmfoods,Farmfoods,13,https://world.openfoodfacts.org/brand/farmfoods
simply-roundy-s-organic,Simply-roundy-s-organic,13,https://world.openfoodfacts.org/brand/simply-roundy-s-organic
mikkeller,Mikkeller,13,https://world.openfoodfacts.org/brand/mikkeller
canard-passion,Canard-passion,13,https://world.openfoodfacts.org/brand/canard-passion
migros-m-classic,Migros-m-classic,13,https://world.openfoodfacts.org/brand/migros-m-classic
jans-enterprises-corp,Jans-enterprises-corp,13,https://world.openfoodfacts.org/brand/jans-enterprises-corp
fraich-up,Fraich-up,13,https://world.openfoodfacts.org/brand/fraich-up
bezegaard,Bezegaard,13,https://world.openfoodfacts.org/brand/bezegaard
la-sota,La-sota,13,https://world.openfoodfacts.org/brand/la-sota
anela,Anela,13,https://world.openfoodfacts.org/brand/anela
acetificio-marcello-denigris,Acetificio-marcello-denigris,13,https://world.openfoodfacts.org/brand/acetificio-marcello-denigris
westpac,Westpac,13,https://world.openfoodfacts.org/brand/westpac
nivea-men,Nivea-men,13,https://world.openfoodfacts.org/brand/nivea-men
lanjaron,Lanjaron,13,https://world.openfoodfacts.org/brand/lanjaron
big-easy-foods,Big-easy-foods,13,https://world.openfoodfacts.org/brand/big-easy-foods
anthon-berg,Anthon-berg,13,https://world.openfoodfacts.org/brand/anthon-berg
saveurs-terroir,Saveurs-terroir,13,https://world.openfoodfacts.org/brand/saveurs-terroir
san-luis,San-luis,13,https://world.openfoodfacts.org/brand/san-luis
conservas-asensio,Conservas-asensio,13,https://world.openfoodfacts.org/brand/conservas-asensio
manuel-claros,Manuel-claros,13,https://world.openfoodfacts.org/brand/manuel-claros
olivier-napa-valley-inc,Olivier-napa-valley-inc,13,https://world.openfoodfacts.org/brand/olivier-napa-valley-inc
flore-alpes,Flore-alpes,13,https://world.openfoodfacts.org/brand/flore-alpes
l-atelier-du-primeur,L-atelier-du-primeur,13,https://world.openfoodfacts.org/brand/l-atelier-du-primeur
rombo-d-oro,Rombo-d-oro,13,https://world.openfoodfacts.org/brand/rombo-d-oro
le-petit-vendeen,Le-petit-vendeen,13,https://world.openfoodfacts.org/brand/le-petit-vendeen
magasin-u,Magasin-u,13,https://world.openfoodfacts.org/brand/magasin-u
verger-de-thau,Verger-de-thau,13,https://world.openfoodfacts.org/brand/verger-de-thau
cimarosa,Cimarosa,13,https://world.openfoodfacts.org/brand/cimarosa
true-citrus-co,True-citrus-co,13,https://world.openfoodfacts.org/brand/true-citrus-co
toddy,Toddy,13,https://world.openfoodfacts.org/brand/toddy
beauty-baby,Beauty-baby,13,https://world.openfoodfacts.org/brand/beauty-baby
roger-descours,Roger-descours,13,https://world.openfoodfacts.org/brand/roger-descours
aidells-sausage-company,Aidells-sausage-company,13,https://world.openfoodfacts.org/brand/aidells-sausage-company
caillor,Caillor,13,https://world.openfoodfacts.org/brand/caillor
les-delices-de-djamila,Les-delices-de-djamila,13,https://world.openfoodfacts.org/brand/les-delices-de-djamila
kettle-chips,Kettle-chips,13,https://world.openfoodfacts.org/brand/kettle-chips
mandarin-soy-sauce-inc,Mandarin-soy-sauce-inc,13,https://world.openfoodfacts.org/brand/mandarin-soy-sauce-inc
dairy-farmers,Dairy-farmers,13,https://world.openfoodfacts.org/brand/dairy-farmers
knusperli,Knusperli,13,https://world.openfoodfacts.org/brand/knusperli
la-biscuiterie-de-l-oncle-hansi,La-biscuiterie-de-l-oncle-hansi,13,https://world.openfoodfacts.org/brand/la-biscuiterie-de-l-oncle-hansi
schock-s,Schock-s,13,https://world.openfoodfacts.org/brand/schock-s
northwest-nutritional-foods-llc,Northwest-nutritional-foods-llc,13,https://world.openfoodfacts.org/brand/northwest-nutritional-foods-llc
de-marlieu,De-marlieu,13,https://world.openfoodfacts.org/brand/de-marlieu
veggie-life,Veggie-life,13,https://world.openfoodfacts.org/brand/veggie-life
triunfo,Triunfo,13,https://world.openfoodfacts.org/brand/triunfo
k-to-go,K-to-go,13,https://world.openfoodfacts.org/brand/k-to-go
green,Green,13,https://world.openfoodfacts.org/brand/green
infuz,Infuz,13,https://world.openfoodfacts.org/brand/infuz
castella,Castella,13,https://world.openfoodfacts.org/brand/castella
thai-coco,Thai-coco,13,https://world.openfoodfacts.org/brand/thai-coco
ladrome,Ladrome,13,https://world.openfoodfacts.org/brand/ladrome
que-s-lider,Que-s-lider,13,https://world.openfoodfacts.org/brand/que-s-lider
teurgoule-de-janville,Teurgoule-de-janville,13,https://world.openfoodfacts.org/brand/teurgoule-de-janville
central-market-h-e-b,Central-market-h-e-b,13,https://world.openfoodfacts.org/brand/central-market-h-e-b
black-canyon-gourmet-popcorn,Black-canyon-gourmet-popcorn,13,https://world.openfoodfacts.org/brand/black-canyon-gourmet-popcorn
industria-alimentare-colavita,Industria-alimentare-colavita,13,https://world.openfoodfacts.org/brand/industria-alimentare-colavita
goldensun,Goldensun,13,https://world.openfoodfacts.org/brand/goldensun
aguila,Aguila,13,https://world.openfoodfacts.org/brand/aguila
a-paesana,A-paesana,13,https://world.openfoodfacts.org/brand/a-paesana
allgemein,Allgemein,13,https://world.openfoodfacts.org/brand/allgemein
fitnessboutique,Fitnessboutique,13,https://world.openfoodfacts.org/brand/fitnessboutique
colanta,Colanta,13,https://world.openfoodfacts.org/brand/colanta
